DATE,US,Germany,Japan,UK,France
1963-07-01,,3.98,,,
1963-08-01,,3.81,,,
1963-09-01,,3.75,,,
1963-10-01,,5.13,,,
1963-11-01,,5.0,,,
1963-12-01,,4.98,,,
1964-01-01,,3.33,,,
1964-02-01,,3.33,,,
1964-03-01,,3.46,,,
1964-04-01,,3.55,,,
1964-05-01,,3.69,,,
1964-06-01,3.86,3.75,,,
1964-07-01,3.87,3.69,,,
1964-08-01,3.85,3.91,,,
1964-09-01,3.87,4.08,,,
1964-10-01,3.94,5.42,,,
1964-11-01,3.99,5.5,,,
1964-12-01,4.14,5.36,,,
1965-01-01,4.13,3.88,,,
1965-02-01,4.19,3.95,,,
1965-03-01,4.27,4.28,,,
1965-04-01,4.28,4.52,,,
1965-05-01,4.32,4.69,,,
1965-06-01,4.31,4.8,,,
1965-07-01,4.29,5.08,,,
1965-08-01,4.3,5.27,,,
1965-09-01,4.34,5.36,,,
1965-10-01,4.46,6.66,,,
1965-11-01,4.49,6.58,,,
1965-12-01,4.75,6.55,,,
1966-01-01,4.95,5.23,,,
1966-02-01,5.05,5.36,,,
1966-03-01,5.19,5.69,,,
1966-04-01,5.26,6.21,,,
1966-05-01,5.38,6.35,,,
1966-06-01,5.5,6.81,,,
1966-07-01,5.62,6.89,,,
1966-08-01,5.72,7.0,,,
1966-09-01,5.86,6.8,,,
1966-10-01,5.83,7.88,,,
1966-11-01,5.79,7.73,,,
1966-12-01,5.65,7.57,,,
1967-01-01,5.4,5.69,,,
1967-02-01,5.18,5.56,,,
1967-03-01,5.01,5.04,,,
1967-04-01,4.43,4.48,,,
1967-05-01,4.49,3.69,,,
1967-06-01,4.66,3.98,,,
1967-07-01,5.0,3.51,,,
1967-08-01,4.93,3.56,,,
1967-09-01,4.91,3.43,,,
1967-10-01,5.22,4.2,,,
1967-11-01,5.4,4.0,,,
1967-12-01,5.62,4.07,,,
1968-01-01,5.48,3.32,,,
1968-02-01,5.33,3.45,,,
1968-03-01,5.58,3.52,,,
1968-04-01,5.78,3.64,,,
1968-05-01,6.14,3.68,,,
1968-06-01,6.12,3.72,,,
1968-07-01,6.03,3.59,,,
1968-08-01,5.85,3.55,,,
1968-09-01,5.78,3.54,,,
1968-10-01,5.9,4.75,,,
1968-11-01,6.05,4.5,,,
1968-12-01,6.27,4.44,,,
1969-01-01,6.5,3.87,,,
1969-02-01,6.52,3.91,,,
1969-03-01,6.65,4.21,,,
1969-04-01,6.84,4.4,,,
1969-05-01,7.28,4.38,,,
1969-06-01,8.01,5.5,,,
1969-07-01,8.69,5.78,,,
1969-08-01,8.38,6.5,,,
1969-09-01,8.47,6.94,,,
1969-10-01,8.56,7.42,,,
1969-11-01,8.46,7.69,,,
1969-12-01,8.77,8.83,,,
1970-01-01,8.91,9.29,,,10.35
1970-02-01,8.58,9.51,,,9.86
1970-03-01,8.08,9.81,,,9.55
1970-04-01,7.51,9.86,,,8.95
1970-05-01,8.08,9.93,,,9.02
1970-06-01,8.07,9.88,,,9.59
1970-07-01,8.01,9.59,,,9.1
1970-08-01,7.72,9.16,,,8.64
1970-09-01,7.3,9.36,,,8.28
1970-10-01,6.76,9.53,,,8.28
1970-11-01,6.08,8.84,,,7.96
1970-12-01,5.67,8.12,,,7.52
1971-01-01,5.09,7.5,,,6.67
1971-02-01,4.38,7.47,,,6.29
1971-03-01,3.85,7.46,,,6.17
1971-04-01,4.45,6.36,,,5.99
1971-05-01,4.98,6.16,,,6.53
1971-06-01,5.4,6.8,,,6.95
1971-07-01,5.75,7.66,,,6.29
1971-08-01,5.74,7.56,,,6.41
1971-09-01,5.63,7.59,,,6.41
1971-10-01,5.27,7.8,,,6.18
1971-11-01,4.87,6.79,,,5.87
1971-12-01,4.65,6.63,,,5.68
1972-01-01,3.95,5.19,,,5.39
1972-02-01,3.61,4.88,,,5.41
1972-03-01,4.08,4.8,,,4.97
1972-04-01,4.6,4.78,,,5.11
1972-05-01,4.41,4.71,,,5.42
1972-06-01,4.64,4.65,,,4.89
1972-07-01,4.82,4.65,,,4.85
1972-08-01,4.85,4.8,,,4.73
1972-09-01,5.13,5.32,,,4.78
1972-10-01,5.25,6.88,,,5.82
1972-11-01,5.22,8.07,,,6.81
1972-12-01,5.43,8.6,,,7.9
1973-01-01,5.81,7.89,,,7.72
1973-02-01,6.34,7.96,,,7.89
1973-03-01,7.05,8.77,,,7.8
1973-04-01,7.31,10.62,,,7.68
1973-05-01,7.55,12.42,,,7.84
1973-06-01,8.16,13.62,,,8.0
1973-07-01,9.7,14.3,,,8.94
1973-08-01,10.77,14.57,,,9.41
1973-09-01,10.59,14.25,,,10.37
1973-10-01,9.2,14.49,,,11.36
1973-11-01,9.24,13.62,,,11.18
1973-12-01,9.27,13.2,,,11.36
1974-01-01,9.0,12.09,,,13.43
1974-02-01,8.08,10.67,,,12.49
1974-03-01,8.84,11.2,,,12.33
1974-04-01,10.25,10.07,,,12.27
1974-05-01,11.2,9.1,,,12.78
1974-06-01,11.38,9.46,,,13.74
1974-07-01,12.25,9.48,,,14.13
1974-08-01,12.23,9.65,,,13.97
1974-09-01,11.6,9.69,,,13.92
1974-10-01,9.78,9.78,,,13.38
1974-11-01,9.09,9.04,,,12.26
1974-12-01,9.23,8.6,,,11.53
1975-01-01,7.48,7.74,,,11.03
1975-02-01,6.41,6.43,,,9.79
1975-03-01,6.18,5.71,,,8.94
1975-04-01,6.26,4.89,,,8.24
1975-05-01,5.79,4.99,,,7.58
1975-06-01,5.82,4.88,,,7.26
1975-07-01,6.55,4.66,,,7.33
1975-08-01,6.87,3.88,,,7.12
1975-09-01,7.03,3.93,,,7.05
1975-10-01,6.56,4.07,,,7.01
1975-11-01,6.26,4.12,,,6.98
1975-12-01,6.03,4.21,,,6.75
1976-01-01,5.14,3.93,,,6.41
1976-02-01,5.18,3.72,,,7.43
1976-03-01,5.34,3.74,,,7.84
1976-04-01,5.12,3.62,,,7.68
1976-05-01,5.56,3.77,,,7.8
1976-06-01,5.84,4.14,,,7.99
1976-07-01,5.52,4.47,,,8.48
1976-08-01,5.39,4.56,,,9.61
1976-09-01,5.33,4.56,,,9.59
1976-10-01,5.12,4.85,,,10.34
1976-11-01,5.01,4.69,,,10.54
1976-12-01,4.67,4.93,,,10.57
1977-01-01,4.83,4.78,,,10.02
1977-02-01,4.83,4.71,,,9.84
1977-03-01,4.84,4.73,,,9.96
1977-04-01,4.8,4.62,,,9.39
1977-05-01,5.36,4.44,,,9.14
1977-06-01,5.42,4.28,,,9.04
1977-07-01,5.46,4.29,,,8.72
1977-08-01,5.9,4.12,,,8.49
1977-09-01,6.19,4.15,,,8.38
1977-10-01,6.67,4.13,,,8.45
1977-11-01,6.68,4.15,,,9.31
1977-12-01,6.71,3.98,,,9.85
1978-01-01,6.94,3.58,,,9.26
1978-02-01,6.9,3.46,,,10.47
1978-03-01,6.86,3.51,,,9.91
1978-04-01,7.03,3.56,,,8.44
1978-05-01,7.4,3.6,,,8.24
1978-06-01,7.83,3.68,,,7.93
1978-07-01,8.12,3.75,,,7.63
1978-08-01,8.06,3.7,,,7.45
1978-09-01,8.64,3.7,,,7.4
1978-10-01,9.44,3.95,,,7.37
1978-11-01,10.72,3.85,,,7.11
1978-12-01,10.72,4.06,,,6.67
1979-01-01,10.51,3.89,,,6.57
1979-02-01,10.19,4.15,,,6.88
1979-03-01,10.13,4.47,,,7.1
1979-04-01,10.06,5.54,,,7.0
1979-05-01,10.16,5.92,,,7.61
1979-06-01,9.95,6.46,,,8.68
1979-07-01,10.11,6.84,,,9.94
1979-08-01,10.71,7.09,,,10.84
1979-09-01,11.89,7.89,,,11.69
1979-10-01,13.66,8.76,,,12.13
1979-11-01,13.9,9.65,,,12.77
1979-12-01,13.43,9.58,,,12.59
1980-01-01,13.39,8.86,,,12.37
1980-02-01,14.3,8.97,,,12.63
1980-03-01,17.57,9.64,,,13.99
1980-04-01,16.14,10.22,,,12.94
1980-05-01,9.79,10.26,,,12.65
1980-06-01,8.49,10.11,,,12.35
1980-07-01,8.65,9.7,,,11.93
1980-08-01,9.91,8.98,,,11.27
1980-09-01,11.29,8.97,,,11.83
1980-10-01,12.94,9.08,,,11.73
1980-11-01,15.68,9.45,,,11.26
1980-12-01,18.65,10.2,,,11.56
1981-01-01,17.19,9.47,,,11.43
1981-02-01,16.14,10.67,,,11.9
1981-03-01,14.43,13.6,,,12.57
1981-04-01,15.08,13.19,,,13.0
1981-05-01,18.27,13.2,,,15.9
1981-06-01,16.9,13.09,,,18.92
1981-07-01,17.76,12.96,,,17.29
1981-08-01,17.96,12.9,,,17.44
1981-09-01,16.84,12.5,,,17.59
1981-10-01,15.39,11.78,,,16.46
1981-11-01,12.48,11.08,,,15.35
1981-12-01,12.49,10.82,,,15.26
1982-01-01,13.51,10.46,,,15.07
1982-02-01,15.0,10.27,,,14.52
1982-03-01,14.21,9.87,,,15.25
1982-04-01,14.44,9.33,,,16.36
1982-05-01,13.8,9.18,,,16.19
1982-06-01,14.46,9.28,,,15.7
1982-07-01,13.44,9.46,,,14.63
1982-08-01,10.61,9.0,,,14.48
1982-09-01,10.66,8.18,,,14.06
1982-10-01,9.51,7.58,,,13.45
1982-11-01,8.95,7.31,,,12.97
1982-12-01,8.66,6.62,,,12.71
1983-01-01,8.36,5.82,,,12.58
1983-02-01,8.54,5.83,,,12.9
1983-03-01,8.69,5.45,,,12.65
1983-04-01,8.63,5.2,,,12.13
1983-05-01,8.49,5.33,,,12.56
1983-06-01,9.2,5.57,,,12.63
1983-07-01,9.5,5.57,,,12.37
1983-08-01,9.77,5.71,,,12.37
1983-09-01,9.39,5.88,,,12.43
1983-10-01,9.18,6.18,,,12.45
1983-11-01,9.36,6.3,,,12.35
1983-12-01,9.69,6.48,,,12.19
1984-01-01,9.42,6.12,,,12.25
1984-02-01,9.54,5.95,,,12.45
1984-03-01,10.08,5.86,,,12.54
1984-04-01,10.41,5.84,,,12.48
1984-05-01,11.11,6.1,,,12.2
1984-06-01,11.34,6.13,,,12.23
