,DATE,GS1,US,GS1_real_interest
313,1986-02-01,7.61,1.618892085479659,5.991107914520342
314,1986-03-01,7.03,1.6836795136088052,5.346320486391195
315,1986-04-01,6.44,1.865767097111972,4.574232902888029
316,1986-05-01,6.65,2.062900679825492,4.5870993201745085
317,1986-06-01,6.73,2.220164744827501,4.509835255172499
318,1986-07-01,6.27,2.415993595255177,3.8540064047448226
319,1986-08-01,5.93,2.64185509181707,3.2881449081829297
320,1986-09-01,5.77,2.858632667941287,2.911367332058713
321,1986-10-01,5.72,3.1137285384491684,2.6062714615508313
322,1986-11-01,5.8,3.384110358242635,2.415889641757365
323,1986-12-01,5.87,3.6621514782728815,2.2078485217271187
324,1987-01-01,5.78,3.877727192883675,1.9022728071163253
325,1987-02-01,5.96,4.0309232127384895,1.9290767872615104
326,1987-03-01,6.03,4.105254768509773,1.9247452314902276
327,1987-04-01,6.5,4.115992108525449,2.3840078914745506
328,1987-05-01,7.0,4.118793208505234,2.8812067914947663
329,1987-06-01,6.8,4.144775681232018,2.6552243187679823
330,1987-07-01,6.68,4.161701688299346,2.5182983117006534
331,1987-08-01,7.03,4.139748937312867,2.890251062687133
332,1987-09-01,7.67,4.124598617735815,3.5454013822641848
333,1987-10-01,7.59,4.100989584892328,3.489010415107672
334,1987-11-01,6.96,4.077415835949355,2.8825841640506447
335,1987-12-01,7.17,4.076167636362896,3.0938323636371043
336,1988-01-01,6.99,4.127874326326396,2.862125673673604
337,1988-02-01,6.64,4.201618816088685,2.4383811839113143
338,1988-03-01,6.71,4.2894083050872425,2.4205916949127575
339,1988-04-01,7.01,4.391046257264363,2.618953742735637
340,1988-05-01,7.4,4.513657891981647,2.8863421080183533
341,1988-06-01,7.49,4.6140523766627,2.8759476233373
342,1988-07-01,7.75,4.684789895788463,3.0652101042115367
343,1988-08-01,8.17,4.741865173451976,3.428134826548024
344,1988-09-01,8.09,4.755753054219439,3.334246945780561
345,1988-10-01,8.11,4.775980496292231,3.3340195037077685
346,1988-11-01,8.48,4.810057877458991,3.669942122541009
347,1988-12-01,8.99,4.829048890736519,4.160951109263481
348,1989-01-01,9.05,4.873637996506374,4.176362003493627
349,1989-02-01,9.25,4.909935637159731,4.340064362840269
350,1989-03-01,9.57,4.931143366458798,4.638856633541202
351,1989-04-01,9.36,4.8967925982896,4.4632074017104
352,1989-05-01,8.98,4.813473586843546,4.166526413156454
353,1989-06-01,8.44,4.772153483227453,3.6678465167725465
354,1989-07-01,7.89,4.759174164212073,3.1308258357879266
355,1989-08-01,8.18,4.835182095474465,3.3448179045255344
356,1989-09-01,8.22,4.986801461083814,3.233198538916187
357,1989-10-01,7.99,5.136576164250156,2.853423835749844
358,1989-11-01,7.77,5.271558846983798,2.498441153016201
359,1989-12-01,7.72,5.393139010699397,2.326860989300603
360,1990-01-01,7.92,5.430570612953459,2.489429387046541
361,1990-02-01,8.11,5.434682455058721,2.6753175449412785
362,1990-03-01,8.35,5.4065217359740485,2.943478264025951
363,1990-04-01,8.4,5.421179496436305,2.9788205035636954
364,1990-05-01,8.32,5.47048669487048,2.8495133051295207
365,1990-06-01,8.1,5.472342499569108,2.6276575004308915
366,1990-07-01,7.94,5.441067635846962,2.4989323641530383
367,1990-08-01,7.78,5.289518849944839,2.490481150055161
368,1990-09-01,7.76,5.058777830100579,2.701222169899421
369,1990-10-01,7.55,4.778072779884687,2.7719272201153125
370,1990-11-01,7.31,4.504299057808695,2.8057009421913044
371,1990-12-01,7.05,4.250799905160172,2.7992000948398275
372,1991-01-01,6.64,3.9965337227471007,2.643466277252899
373,1991-02-01,6.27,3.788741314240669,2.4812586857593306
374,1991-03-01,6.4,3.6462480050806954,2.753751994919305
375,1991-04-01,6.24,3.5039949780257964,2.736005021974204
376,1991-05-01,6.13,3.343164848737628,2.786835151262372
377,1991-06-01,6.36,3.2091911283795844,3.150808871620416
378,1991-07-01,6.31,3.1016302216173064,3.208369778382693
379,1991-08-01,5.78,3.0473372979433697,2.7326627020566305
380,1991-09-01,5.57,3.01377316715595,2.5562268328440503
381,1991-10-01,5.33,3.037188221482147,2.2928117785178532
382,1991-11-01,4.89,3.0420514613906517,1.847948538609348
383,1991-12-01,4.38,3.0284162621803468,1.3515837378196531
384,1992-01-01,4.15,3.083267191386916,1.0667328086130845
385,1992-02-01,4.29,3.118914037122785,1.171085962877215
386,1992-03-01,4.63,3.110720512178838,1.5192794878211617
387,1992-04-01,4.3,3.114498268748157,1.185501731251843
388,1992-05-01,4.19,3.1309640554564333,1.059035944543567
389,1992-06-01,4.17,3.1232544808990816,1.0467455191009183
390,1992-07-01,3.6,3.091477716911992,0.5085222830880083
391,1992-08-01,3.47,3.0598146750639548,0.4101853249360454
392,1992-09-01,3.18,3.034895952140552,0.1451040478594483
393,1992-10-01,3.3,2.9972312557061973,0.3027687442938025
394,1992-11-01,3.68,2.96624465881474,0.71375534118526
395,1992-12-01,3.71,2.953558136271058,0.7564418637289418
396,1993-01-01,3.5,2.8923944572897327,0.6076055427102673
397,1993-02-01,3.39,2.831475292596981,0.5585247074030191
398,1993-03-01,3.33,2.783150367800564,0.5468496321994363
399,1993-04-01,3.24,2.7110924227587483,0.5289075772412519
400,1993-05-01,3.36,2.6333674186137475,0.7266325813862524
401,1993-06-01,3.54,2.591480284681609,0.9485197153183909
402,1993-07-01,3.47,2.591003817244049,0.8789961827559511
403,1993-08-01,3.44,2.602056481842975,0.837943518157025
404,1993-09-01,3.36,2.624903144279289,0.7350968557207107
405,1993-10-01,3.39,2.613048662938464,0.776951337061536
406,1993-11-01,3.58,2.612952061381244,0.967047938618756
407,1993-12-01,3.61,2.606825623299592,1.0031743767004078
408,1994-01-01,3.54,2.6301450720876205,0.9098549279123795
409,1994-02-01,3.87,2.659083606640233,1.210916393359767
410,1994-03-01,4.32,2.6879416967455985,1.6320583032544018
411,1994-04-01,4.82,2.7455922068214824,2.074407793178518
412,1994-05-01,5.31,2.820421579083797,2.4895784209162026
413,1994-06-01,5.27,2.866043724775197,2.4039562752248025
414,1994-07-01,5.48,2.865437069109223,2.6145629308907776
415,1994-08-01,5.56,2.841845167296032,2.7181548327039677
416,1994-09-01,5.76,2.806847991980173,2.953152008019827
417,1994-10-01,6.11,2.8236201349198407,3.2863798650801597
418,1994-11-01,6.54,2.817812910044853,3.7221870899551472
419,1994-12-01,7.14,2.806438996236444,4.333561003763556
420,1995-01-01,7.05,2.8000639973362342,4.249936002663766
421,1995-02-01,6.7,2.782378698088773,3.917621301911227
422,1995-03-01,6.43,2.7812868356646345,3.648713164335365
423,1995-04-01,6.27,2.76826394366107,3.5017360563389297
424,1995-05-01,6.0,2.743638302406997,3.256361697593003
425,1995-06-01,5.64,2.719768120749928,2.9202318792500717
426,1995-07-01,5.59,2.735436157219077,2.854563842780923
427,1995-08-01,5.75,2.7571235053271668,2.9928764946728332
428,1995-09-01,5.62,2.795382138933248,2.824617861066752
429,1995-10-01,5.59,2.8106720266454173,2.7793279733545826
430,1995-11-01,5.43,2.864838519353055,2.5651614806469447
431,1995-12-01,5.31,2.9301773040523837,2.379822695947616
432,1996-01-01,5.09,2.956524293435736,2.1334757065642638
433,1996-02-01,4.94,2.988478754175778,1.9515212458242224
434,1996-03-01,5.34,2.981942315705405,2.358057684294595
435,1996-04-01,5.54,2.9484888996662124,2.5915111003337876
436,1996-05-01,5.64,2.8938272856151066,2.746172714384893
437,1996-06-01,5.81,2.8557677168452966,2.954232283154703
438,1996-07-01,5.85,2.7956410244224785,3.054358975577521
439,1996-08-01,5.67,2.741253510911354,2.928746489088646
440,1996-09-01,5.83,2.6705881061564605,3.1594118938435396
441,1996-10-01,5.55,2.5949052893925137,2.955094710607486
442,1996-11-01,5.42,2.476012875738316,2.943987124261684
443,1996-12-01,5.47,2.3410062419598567,3.128993758040143
444,1997-01-01,5.61,2.218281019448515,3.3917189805514854
445,1997-02-01,5.53,2.085521613940987,3.4444783860590134
446,1997-03-01,5.8,1.9699615090383944,3.8300384909616056
447,1997-04-01,5.99,1.881670161770147,4.108329838229853
448,1997-05-01,5.87,1.835957858183815,4.034042141816185
449,1997-06-01,5.69,1.7848710518168425,3.905128948183158
450,1997-07-01,5.54,1.7392830207832493,3.800716979216751
451,1997-08-01,5.56,1.6886053327242856,3.8713946672757142
452,1997-09-01,5.52,1.6331226358825808,3.886877364117419
453,1997-10-01,5.46,1.5831642287974026,3.8768357712025976
454,1997-11-01,5.46,1.5597882493487447,3.9002117506512555
455,1997-12-01,5.53,1.5522471927747266,3.977752807225274
456,1998-01-01,5.24,1.5605349676552966,3.6794650323447033
457,1998-02-01,5.31,1.5742705367613032,3.7357294632386964
458,1998-03-01,5.39,1.60354252607491,3.78645747392509
459,1998-04-01,5.38,1.6736440017943617,3.7063559982056384
460,1998-05-01,5.44,1.7071445115597044,3.732855488440296
461,1998-06-01,5.41,1.730381871979265,3.679618128020735
462,1998-07-01,5.36,1.7689122763528526,3.5910877236471475
463,1998-08-01,5.21,1.8228678148577984,3.3871321851422014
464,1998-09-01,4.71,1.9178284907988363,2.7921715092011636
465,1998-10-01,4.12,2.007480748707553,2.112519251292447
466,1998-11-01,4.53,2.096977715658645,2.433022284341355
467,1998-12-01,4.52,2.18636608837418,2.3336339116258196
468,1999-01-01,4.51,2.2753744376266325,2.2346255623733673
469,1999-02-01,4.7,2.4100373469862952,2.289962653013705
470,1999-03-01,4.78,2.5793133374706687,2.2006866625293315
471,1999-04-01,4.69,2.6452857525405578,2.0447142474594426
472,1999-05-01,4.85,2.736992161936499,2.1130078380635005
473,1999-06-01,5.1,2.8842634171566397,2.21573658284336
474,1999-07-01,5.03,3.010485109092764,2.0195148909072365
475,1999-08-01,5.2,3.1060475402845182,2.093952459715482
476,1999-09-01,5.25,3.174887149183553,2.075112850816447
477,1999-10-01,5.43,3.2488288368762936,2.181171163123706
478,1999-11-01,5.55,3.317518483220172,2.2324815167798278
479,1999-12-01,5.84,3.3760389424512507,2.463961057548749
480,2000-01-01,6.12,3.45881687727744,2.66118312272256
481,2000-02-01,6.22,3.4847905777868893,2.7352094222131105
482,2000-03-01,6.22,3.4150393269608728,2.804960673039127
483,2000-04-01,6.15,3.431749864276213,2.718250135723787
484,2000-05-01,6.33,3.4672691433304497,2.8627308566695504
485,2000-06-01,6.17,3.4270870278386245,2.7429129721613754
486,2000-07-01,6.08,3.348806966258346,2.731193033741654
487,2000-08-01,6.18,3.2912049952717983,2.8887950047282014
488,2000-09-01,6.13,3.224022239775313,2.905977760224687
489,2000-10-01,6.01,3.1138689830703314,2.8961310169296683
490,2000-11-01,6.09,2.9846385999290805,3.1053614000709193
491,2000-12-01,5.6,2.831714838993149,2.7682851610068506
492,2001-01-01,4.81,2.61587958619696,2.1941204138030397
493,2001-02-01,4.68,2.416220213127392,2.2637797868726075
494,2001-03-01,4.3,2.29580647696663,2.00419352303337
495,2001-04-01,3.98,2.159991956695734,1.820008043304266
496,2001-05-01,3.78,1.9572091794639328,1.822790820536067
497,2001-06-01,3.58,1.7754721685929524,1.8045278314070476
498,2001-07-01,3.62,1.6708789456751991,1.949121054324801
499,2001-08-01,3.47,1.5944547368419524,1.8755452631580478
500,2001-09-01,2.82,1.499959540143737,1.320040459856263
501,2001-10-01,2.33,1.4915803354485808,0.8384196645514193
502,2001-11-01,2.18,1.51682694111975,0.6631730588802502
503,2001-12-01,2.22,1.585592431040326,0.6344075689596742
504,2002-01-01,2.16,1.7068589429407617,0.45314105705923846
505,2002-02-01,2.23,1.860460689821376,0.36953931017862396
506,2002-03-01,2.57,1.9891722160258332,0.5808277839741667
507,2002-04-01,2.48,2.037951369547962,0.4420486304520379
508,2002-05-01,2.35,2.11095762151846,0.2390423784815403
509,2002-06-01,2.2,2.1980300275367823,0.0019699724632178395
510,2002-07-01,1.96,2.251792543405642,-0.29179254340564187
511,2002-08-01,1.76,2.281413916729519,-0.5214139167295191
512,2002-09-01,1.72,2.3485922709218143,-0.6285922709218144
513,2002-10-01,1.65,2.3498364376937557,-0.6998364376937558
514,2002-11-01,1.49,2.313720495232184,-0.8237204952321842
515,2002-12-01,1.45,2.2722689464615424,-0.8222689464615425
516,2003-01-01,1.36,2.21633973533145,-0.8563397353314499
517,2003-02-01,1.3,2.1090219444299727,-0.8090219444299727
518,2003-03-01,1.24,2.002114269424449,-0.7621142694244492
519,2003-04-01,1.27,2.0071474683643107,-0.7371474683643107
520,2003-05-01,1.18,2.089974890901615,-0.909974890901615
521,2003-06-01,1.01,2.186134080935313,-1.1761340809353131
522,2003-07-01,1.12,2.2595354911642773,-1.1395354911642772
523,2003-08-01,1.31,2.300878364860986,-0.9908783648609858
524,2003-09-01,1.24,2.3189912804686226,-1.0789912804686226
525,2003-10-01,1.25,2.414689019023504,-1.1646890190235042
526,2003-11-01,1.34,2.561189426847955,-1.2211894268479548
527,2003-12-01,1.31,2.6758619395682106,-1.3658619395682106
528,2004-01-01,1.24,2.762821135831961,-1.522821135831961
529,2004-02-01,1.24,2.872359043955631,-1.632359043955631
530,2004-03-01,1.19,2.989951015313692,-1.7999510153136922
531,2004-04-01,1.43,3.092079832483139,-1.662079832483139
532,2004-05-01,1.78,3.07132806170219,-1.2913280617021898
533,2004-06-01,2.12,3.010004406238401,-0.8900044062384009
534,2004-07-01,2.1,3.024766304711376,-0.9247663047113761
535,2004-08-01,2.02,3.1069973950624266,-1.0869973950624265
536,2004-09-01,2.12,3.2860707469193966,-1.1660707469193965
537,2004-10-01,2.23,3.382623821733341,-1.152623821733341
538,2004-11-01,2.5,3.37699566772056,-0.8769956677205601
539,2004-12-01,2.67,3.390337159441421,-0.7203371594414212
540,2005-01-01,2.86,3.474966728876599,-0.614966728876599
541,2005-02-01,3.03,3.5241316118870425,-0.4941316118870427
542,2005-03-01,3.3,3.541990190897188,-0.2419901908971882
543,2005-04-01,3.32,3.5449149027994005,-0.22491490279940063
544,2005-05-01,3.33,3.65857463603872,-0.32857463603872006
545,2005-06-01,3.36,3.807612556825565,-0.4476125568255651
546,2005-07-01,3.64,3.8890662450874793,-0.2490662450874792
547,2005-08-01,3.87,3.903864271838119,-0.03386427183811902
548,2005-09-01,3.85,3.6851723590837255,0.16482764091627455
549,2005-10-01,4.18,3.431621925465194,0.7483780745348056
550,2005-11-01,4.33,3.308137494492476,1.0218625055075239
551,2005-12-01,4.35,3.235220071282512,1.1147799287174878
552,2006-01-01,4.45,3.0760805473638126,1.3739194526361875
553,2006-02-01,4.68,2.9775556639497425,1.7024443360502572
554,2006-03-01,4.77,2.9288998344696324,1.8411001655303671
555,2006-04-01,4.9,2.8478967036173475,2.052103296382653
556,2006-05-01,5.0,2.7249131645227003,2.2750868354772997
557,2006-06-01,5.16,2.5889358214302747,2.5710641785697255
558,2006-07-01,5.22,2.44000982741728,2.77999017258272
559,2006-08-01,5.08,2.285955336027885,2.794044663972115
560,2006-09-01,4.97,2.3436784613743487,2.626321538625651
561,2006-10-01,5.01,2.5295912569239047,2.480408743076095
562,2006-11-01,5.01,2.723967862208829,2.286032137791171
563,2006-12-01,4.94,2.852352710229757,2.0876472897702434
564,2007-01-01,5.06,3.0360736337878493,2.0239263662121503
565,2007-02-01,5.05,3.17035335219616,1.8796466478038396
566,2007-03-01,4.92,3.270576473235568,1.6494235267644317
567,2007-04-01,4.93,3.3841758485985736,1.5458241514014261
568,2007-05-01,4.91,3.5078990856212933,1.4021009143787069
569,2007-06-01,4.96,3.702461760444858,1.2575382395551418
570,2007-07-01,4.96,3.972619422280109,0.987380577719891
571,2007-08-01,4.47,4.256100400701718,0.21389959929828173
572,2007-09-01,4.14,4.437923374113537,-0.2979233741135374
573,2007-10-01,4.1,4.4478410280309255,-0.34784102803092587
574,2007-11-01,3.5,4.178121962852756,-0.6781219628527557
575,2007-12-01,3.26,3.8456339893436216,-0.5856339893436218
576,2008-01-01,2.71,3.491430027326448,-0.7814300273264481
577,2008-02-01,2.05,3.1755663335755453,-1.1255663335755455
578,2008-03-01,1.54,2.811815293061457,-1.271815293061457
579,2008-04-01,1.74,2.4223340022244364,-0.6823340022244364
580,2008-05-01,2.06,1.967585765494259,0.09241423450574104
581,2008-06-01,2.42,1.4302052578857931,0.9897947421142068
582,2008-07-01,2.28,0.7887649033916259,1.4912350966083738
583,2008-08-01,2.18,0.2174145927897125,1.9625854072102877
