,DATE,GS5,US,GS5_real_interest
304,1985-05-01,10.34,3.713183298227418,6.626816701772581
305,1985-06-01,9.6,3.728396659565665,5.871603340434335
306,1985-07-01,9.7,3.749544599391848,5.950455400608151
307,1985-08-01,9.81,3.787356186582501,6.022643813417499
308,1985-09-01,9.81,3.837641900868215,5.972358099131785
309,1985-10-01,9.69,3.88865755122923,5.80134244877077
310,1985-11-01,9.28,3.934675069667541,5.345324930332458
311,1985-12-01,8.73,3.97313497639778,4.75686502360222
312,1986-01-01,8.68,4.00255556709122,4.677444432908779
313,1986-02-01,8.34,4.039210441305057,4.300789558694943
314,1986-03-01,7.46,4.083201537927733,3.3767984620722666
315,1986-04-01,7.05,4.138155511525538,2.911844488474462
316,1986-05-01,7.52,4.19586241240528,3.32413758759472
317,1986-06-01,7.64,4.244697757103756,3.3953022428962436
318,1986-07-01,7.06,4.2925453958804045,2.767454604119595
319,1986-08-01,6.8,4.329634029600244,2.4703659703997563
320,1986-09-01,6.92,4.356912726216186,2.5630872737838137
321,1986-10-01,6.83,4.381069512753714,2.448930487246286
322,1986-11-01,6.76,4.409488395288695,2.350511604711305
323,1986-12-01,6.67,4.442261384246373,2.227738615753627
324,1987-01-01,6.64,4.4612687702834,2.1787312297165995
325,1987-02-01,6.79,4.473180287057259,2.316819712942741
326,1987-03-01,6.79,4.475715236222111,2.3142847637778887
327,1987-04-01,7.57,4.465801087708303,3.1041989122916975
328,1987-05-01,8.26,4.451915246187707,3.8080847538122926
329,1987-06-01,8.02,4.442503033814173,3.5774969661858265
330,1987-07-01,8.01,4.42967272115283,3.58032727884717
331,1987-08-01,8.32,4.410730470825504,3.9092695291744963
332,1987-09-01,8.94,4.387940826059119,4.55205917394088
333,1987-10-01,9.08,4.36576144936031,4.71423855063969
334,1987-11-01,8.35,4.341076615918299,4.008923384081701
335,1987-12-01,8.45,4.315514341027866,4.1344856589721335
336,1988-01-01,8.18,4.30237676998405,3.87762323001595
337,1988-02-01,7.71,4.290778451934118,3.419221548065882
338,1988-03-01,7.83,4.276808384955924,3.553191615044076
339,1988-04-01,8.19,4.265502319752844,3.924497680247155
340,1988-05-01,8.58,4.254349415577947,4.325650584422053
341,1988-06-01,8.49,4.238198793747585,4.2518012062524155
342,1988-07-01,8.66,4.215627926875359,4.444372073124641
343,1988-08-01,8.94,4.194743618375721,4.745256381624278
344,1988-09-01,8.69,4.170000292940066,4.519999707059934
345,1988-10-01,8.51,4.145009783523084,4.364990216476916
346,1988-11-01,8.79,4.118842380491375,4.671157619508624
347,1988-12-01,9.09,4.090992441009498,4.999007558990502
348,1989-01-01,9.15,4.055280796176716,5.094719203823284
349,1989-02-01,9.27,4.016749747235777,5.253250252764222
350,1989-03-01,9.51,3.9755567974985886,5.534443202501411
351,1989-04-01,9.3,3.9295115528517215,5.370488447148279
352,1989-05-01,8.91,3.878291320904367,5.031708679095633
353,1989-06-01,8.29,3.833684375351367,4.4563156246486315
354,1989-07-01,7.83,3.796870711166477,4.033129288833523
355,1989-08-01,8.09,3.766781880053921,4.323218119946079
356,1989-09-01,8.17,3.743830310952037,4.426169689047963
357,1989-10-01,7.97,3.7124234168523302,4.257576583147669
358,1989-11-01,7.81,3.6794212172758254,4.130578782724174
359,1989-12-01,7.75,3.646547787522113,4.103452212477887
360,1990-01-01,8.12,3.6065822112929657,4.5134177887070335
361,1990-02-01,8.42,3.566579341131878,4.853420658868123
362,1990-03-01,8.6,3.526916463555948,5.073083536444052
363,1990-04-01,8.77,3.499271474558098,5.270728525441902
364,1990-05-01,8.74,3.4796809193524174,5.260319080647583
365,1990-06-01,8.43,3.4524624236609163,4.977537576339083
366,1990-07-01,8.33,3.418123292145906,4.911876707854094
367,1990-08-01,8.44,3.368114494418234,5.071885505581765
368,1990-09-01,8.51,3.3078396171313083,5.2021603828686915
369,1990-10-01,8.33,3.249832210986267,5.080167789013733
370,1990-11-01,8.02,3.188672029888037,4.831327970111962
371,1990-12-01,7.73,3.1292077846295223,4.600792215370478
372,1991-01-01,7.7,3.0804808881695207,4.6195191118304795
373,1991-02-01,7.47,3.036118589737889,4.433881410262111
374,1991-03-01,7.77,3.0018694834940662,4.768130516505933
375,1991-04-01,7.7,2.9686883640030506,4.731311635996949
376,1991-05-01,7.7,2.9343112408597207,4.7656887591402795
377,1991-06-01,7.94,2.90194754789708,5.038052452102921
378,1991-07-01,7.91,2.876996996420329,5.033003003579671
379,1991-08-01,7.43,2.8616354254947,4.568364574505299
380,1991-09-01,7.14,2.8551604788978424,4.284839521102157
381,1991-10-01,6.87,2.8563520603384136,4.0136479396615865
382,1991-11-01,6.62,2.860779922196909,3.759220077803091
383,1991-12-01,6.19,2.8650832644079647,3.3249167355920357
384,1992-01-01,6.24,2.8724790023072475,3.3675209976927527
385,1992-02-01,6.58,2.87606607772491,3.70393392227509
386,1992-03-01,6.95,2.869008345619008,4.080991654380992
387,1992-04-01,6.78,2.857587148331134,3.922412851668866
388,1992-05-01,6.69,2.8444437282352166,3.8455562717647838
389,1992-06-01,6.48,2.8312628655902228,3.6487371344097776
390,1992-07-01,5.84,2.815799156981364,3.024200843018636
391,1992-08-01,5.6,2.8004186680882968,2.799581331911703
392,1992-09-01,5.38,2.7865234666979446,2.5934765333020553
393,1992-10-01,5.6,2.767895473920486,2.8321045260795135
394,1992-11-01,6.04,2.747572205066441,3.292427794933559
395,1992-12-01,6.08,2.727601260363867,3.352398739636133
396,1993-01-01,5.83,2.6994817679195675,3.1305182320804326
397,1993-02-01,5.43,2.6693875930885507,2.760612406911449
398,1993-03-01,5.19,2.64085654499092,2.5491434550090806
399,1993-04-01,5.13,2.611021526935532,2.5189784730644678
400,1993-05-01,5.2,2.585442488780693,2.6145575112193074
401,1993-06-01,5.22,2.563586179773775,2.656413820226225
402,1993-07-01,5.09,2.545360217755615,2.544639782244385
403,1993-08-01,5.03,2.5261767996203632,2.503823200379637
404,1993-09-01,4.73,2.5061688034463505,2.22383119655365
405,1993-10-01,4.71,2.485082068538728,2.224917931461272
406,1993-11-01,5.06,2.4662809231732425,2.593719076826757
407,1993-12-01,5.15,2.4473390716646004,2.7026609283354
408,1994-01-01,5.09,2.433109869992681,2.656890130007319
409,1994-02-01,5.4,2.417946641921415,2.9820533580785855
410,1994-03-01,5.94,2.4049349766457886,3.535065023354212
411,1994-04-01,6.52,2.4035318427426544,4.116468157257345
412,1994-05-01,6.78,2.400197907369884,4.379802092630117
413,1994-06-01,6.7,2.391366497233306,4.308633502766694
414,1994-07-01,6.91,2.380941909577376,4.529058090422624
415,1994-08-01,6.88,2.3703390662233272,4.509660933776672
416,1994-09-01,7.08,2.3647538727502604,4.71524612724974
417,1994-10-01,7.4,2.363968485692545,5.036031514307455
418,1994-11-01,7.72,2.363086054028723,5.356913945971277
419,1994-12-01,7.78,2.3632471646795183,5.416752835320482
420,1995-01-01,7.76,2.3621557431004825,5.397844256899518
421,1995-02-01,7.37,2.3681373899906277,5.001862610009372
422,1995-03-01,7.05,2.3832093047908027,4.6667906952091975
423,1995-04-01,6.86,2.3834705518864694,4.476529448113531
424,1995-05-01,6.41,2.3835120239404244,4.026487976059576
425,1995-06-01,5.93,2.3950104357095943,3.5349895642904055
426,1995-07-01,6.01,2.4099515175740844,3.6000484824259154
427,1995-08-01,6.24,2.4231795408210246,3.8168204591789756
428,1995-09-01,6.0,2.438361704190936,3.561638295809064
429,1995-10-01,5.86,2.449010226083836,3.4109897739161643
430,1995-11-01,5.69,2.4630271686637863,3.226972831336214
431,1995-12-01,5.51,2.4771671539224798,3.03283284607752
432,1996-01-01,5.36,2.493906319088724,2.8660936809112765
433,1996-02-01,5.38,2.5086197659302503,2.8713802340697496
434,1996-03-01,5.97,2.5099598030500503,3.4600401969499495
435,1996-04-01,6.3,2.5161677360094985,3.7838322639905013
436,1996-05-01,6.48,2.528238192125115,3.9517618078748855
437,1996-06-01,6.69,2.536474217127334,4.153525782872666
438,1996-07-01,6.64,2.532625679381938,4.107374320618062
439,1996-08-01,6.39,2.529995838809951,3.860004161190049
440,1996-09-01,6.6,2.524089724359349,4.07591027564065
441,1996-10-01,6.27,2.5096496173688183,3.7603503826311813
442,1996-11-01,5.97,2.4869871847789917,3.483012815221008
443,1996-12-01,6.07,2.457474660910633,3.6125253390893675
444,1997-01-01,6.33,2.425777377640969,3.9042226223590313
445,1997-02-01,6.2,2.3941680577205733,3.805831942279427
446,1997-03-01,6.54,2.372732635302295,4.167267364697706
447,1997-04-01,6.76,2.3584683474154025,4.401531652584597
448,1997-05-01,6.57,2.3409145708948804,4.22908542910512
449,1997-06-01,6.38,2.3204151074768644,4.0595848925231355
450,1997-07-01,6.12,2.307673263632482,3.812326736367518
451,1997-08-01,6.16,2.3006360839960704,3.8593639160039297
452,1997-09-01,6.11,2.2899640111568043,3.820035988843196
453,1997-10-01,5.93,2.2889846265800324,3.6410153734199673
454,1997-11-01,5.8,2.2951499978552783,3.5048500021447215
455,1997-12-01,5.77,2.306391898726727,3.4636081012732727
456,1998-01-01,5.42,2.3234929623394183,3.0965070376605817
457,1998-02-01,5.49,2.349155872896651,3.140844127103349
458,1998-03-01,5.61,2.376574776699783,3.2334252233002174
459,1998-04-01,5.61,2.389724588970965,3.2202754110290353
460,1998-05-01,5.63,2.395914523561809,3.234085476438191
461,1998-06-01,5.52,2.4030469026208525,3.116953097379147
462,1998-07-01,5.46,2.410175168156961,3.049824831843039
463,1998-08-01,5.27,2.419197800797117,2.8508021992028825
